Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1FKKvyrgMdJFwf0NdM7P5Q,"3bgsNtcf5d5h9jbQbohfBK","Cerca del suelo","Yo, Minoría Absoluta","Extremoduro",2002,281320,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena,spanish rock",0.553,0.691,0,-5.546,1,0.044,0.297,0.0106,0.149,0.744,152.305,4
2v7exGU90YFXvlxUJ9dFvQ,"6yAMRosx47X5w8mgH5qymJ,4xYWwmYOOQLNfkvk4ll3Gg","Cristales Rotos","Azul/Rojo","Sons of Aguirre,Scila",2018-05-04,162181,44,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap metal espanol,rap politico,spanish punk,melodic groove metal",0.531,0.687,0,-7.4,1,0.0462,0.407,0,0.0875,0.943,82.562,3
7CXXzq7SIdH3I4L8m5P5h2,"036IY6CphXdsPiqIXdqvCP","Solo Quiero de Ti","Así en el Cielo Como en la Selva","La Raíz",2013-03-01,165144,2,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"ska espanol,spanish punk,spanish rock",0.512,0.69,4,-6.401,0,0.0464,0.00831,0,0.251,0.731,166.026,4
5hXCTV8OCsNak8OVry7yzM,"2nAAvoxXJdXRyKH2srQ3qu","Bugambilia","Bugambilia","Nasa Histoires",2023-07-21,189640,69,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.589,0.783,7,-6.936,0,0.0564,0.416,0.00000195,0.0955,0.576,90.042,4
5WWxj79hWjVq0wIBDCIw7T,"3WQRkINylwwkw1Ya07ToRK","Primer movimiento: Después de la catarsis","Mayéutica","Robe",2021-04-30,537226,47,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena",0.373,0.486,11,-14.838,0,0.0731,0.0806,0.00124,0.16,0.236,116.792,4
5wNZtFOmq64IAq7tKkIv8d,"13JJKrUewC1CJYmIDXQNoH","Gaucho Power","Apocalipsis Zombi","El Cuarteto De Nos",2017-05-12,200266,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.622,0.831,11,-5.753,0,0.0676,0.0262,0,0.127,0.704,109.976,4
0IfDzKy3k1t6OlfR1Zbo1B,"7F9Bd5X4sxdwWRJVpbfMtb","Ven, Pasa","Espejo","ZPU",2016-11-11,281757,24,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap conciencia,spanish hip hop",0.447,0.68,7,-7.541,1,0.304,0.628,0,0.234,0.376,85.011,4
689o09PSSPw3BxnZHk2hNC,"3Ces1OJeGOVGcUB0wPaPXJ","Quien Manda","Bruja","Mala Rodríguez",2013-01-01,167053,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin hip hop,rap latina",0.684,0.633,6,-3.921,1,0.211,0.0675,0.00000323,0.0657,0.518,174.153,4
0j5u5RCr7LV4weyJdxkgR6,"13JJKrUewC1CJYmIDXQNoH","Nombres","Apocalipsis Zombi","El Cuarteto De Nos",2017-05-12,208346,44,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.593,0.725,9,-7.066,1,0.0255,0.0378,0.0000241,0.0946,0.56,135.065,4
3NHSz1GyC5IeK1soZSjIIX,"6oO3QiWdVj5FZQwbdRtsRh","ИСКАЛА","ПРОСТИ МЕНЯ МОЯ ЛЮБОВЬ","Zemfira",2000-03-28,214000,54,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"classic russian rock,russian rock,tatar pop",0.659,0.615,9,-7.633,0,0.0254,0.0218,0,0.162,0.568,95.032,4
6NFVDhRQpIueOxYuw5vQlz,"2x9SpqnPi8rlE9pjHBwmSC","Burning Down the House","80s Pop & Dance Music","Talking Heads",2023-09-16,241773,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo",0.776,0.871,5,-11.108,0,0.0519,0.00294,0.0129,0.0598,0.57,103.249,4
6E0QvksY8P840Sg2kzPUoy,"4omQQTNN7ILiMsSB2k9eqX,46lnlnlU0dXTDpoAUmH6Qx","Scatman & Hatman","Scatman & Hatman","Scatman John,Lou Bega",2019-06-14,200773,43,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"eurodance,latin pop",0.805,0.832,5,-4.665,0,0.0555,0.219,0.00144,0.226,0.821,119.905,4
6dugx9WBSS8TDxbKqp9zmj,"4omQQTNN7ILiMsSB2k9eqX","Scatman's World","Scatman's World","Scatman John",1995-06-01,225133,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"eurodance",0.704,0.874,11,-10.801,0,0.0568,0.0706,0.00000484,0.0947,0.939,146.989,4
0jqK7sGTLsHPkQrrcrGuKD,"0qT79UgT5tY4yudH9VfsdT","Still Waiting","Does This Look Infected?","Sum 41",2002-01-01,158733,70,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative metal,canadian pop punk,canadian punk,modern rock,pop punk,post-grunge,punk,rock",0.431,0.95,7,-4.918,1,0.26,0.00105,0.0000363,0.272,0.562,191.941,4
5s8onl5Lw5q1AijP5BUm7G,"235Vf4hkmwvxjVEMuCbRxm","La mano de Dios (Homenaje a Diego Maradona)","Rodrigo - La mano de dios","Rodrigo",2011-08-15,344186,53,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,cuarteto,cumbia villera",0.395,0.855,5,-5.72,0,0.0618,0.784,0.00000111,0.943,0.504,157.331,4
3hdQekpCI2L2j15XwIG2Bd,"5MboRLcEpLbsshOx64OdA6,1T7zBkQCOCacKjbnmFX7cp","Kass' Theme","Zelda & Chill II","Mikel,GameChops",2020-11-13,166314,42,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"lo-fi vgm,pixel,vgm remix",0.753,0.421,9,-10.36,0,0.0485,0.596,0.84,0.115,0.232,84.019,4
2UpDlIw9aI9gK0GphKQjZ8,"1LwjR2mIm78OJRTYdkMLl3","SAD! ~ lofi","SAD! ~ lofi","Closed on Sunday",2020-03-10,66146,48,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"anime lo-fi,lo-fi cover",0.51,0.242,8,-15.763,0,0.181,0.901,0.942,0.175,0.412,74.999,4
6byvMlUkFmNZIl8aprXRhL,"3WQRkINylwwkw1Ya07ToRK","Cuarto movimiento: Yo no soy el dueño de mis emociones","Mayéutica","Robe",2021-04-30,891152,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena",0.535,0.704,2,-13.44,1,0.0465,0.00906,0.00195,0.112,0.554,97.017,4
63Zg2q0NxOIoVu7olYHl9t,"3WQRkINylwwkw1Ya07ToRK","Segundo movimiento: Mierda de filosofía","Mayéutica","Robe",2021-04-30,286397,49,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena",0.489,0.708,11,-12.788,0,0.107,0.0128,0.0000284,0.469,0.31,122.016,4
7DVhr2t5x2GLwhU3yFS3p1,"6tcltBYoeWDm2P6NoawNIT","Rapp Snitch Knishes (Live Instrumental) - Cover","Rapp Snitch Knishes (Live Instrumental) [Cover]","OMA",2022-10-20,175500,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.567,0.555,10,-10.544,0,0.0838,0.0000686,0.904,0.336,0.803,95.023,4
6q6YaZyb5MDaPofi60yeew,"4zlwUIQsF92AxVbuBnaCRS","Furret Walk 8-Bit (Accumula Town)","Furret Walk 8-Bit (Accumula Town)","Henriko 8-Bit",2021-05-15,111640,32,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.732,0.379,4,-10.253,1,0.062,0.812,0.938,0.104,0.921,112.062,4
7f1MocyOZrNKWgHKfyRHbo,"6ClUcM4dNXay3rFb4hSMbg","Bailar morghulis","Laniakea","Día Sexto",2019-10-31,366545,31,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap galego,rap politico,spanish hip hop",0.71,0.923,9,-7.893,0,0.104,0.441,0,0.332,0.747,100.003,4
4zF2MQued46ZoyOm8YQpyw,"6ClUcM4dNXay3rFb4hSMbg","Más","Anomalías Arcaicas","Día Sexto",2008-10-31,221387,32,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap galego,rap politico,spanish hip hop",0.683,0.741,2,-6.466,1,0.284,0.555,0,0.0526,0.932,89.632,4
2NK6Gq7j1plxRtAyYKdoKp,"2k5o6KASweWCiikdzo9y83","Rua Na Selva","Nativa","Nativa",2019-09-20,173953,31,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"reggae catala",0.885,0.82,9,-6.123,0,0.0514,0.351,0.0000675,0.0706,0.767,114.961,4
0HDh5QaLfCwi2xyvkei917,"0BLHMPWOZ2aTI0ZCCbtZem","Sis puella magica!","「魔法少女まどか☆マギカ」 Music Collection","Yuki Kajiura",2013-12-25,169466,48,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"anime score,japanese soundtrack,japanese vgm",0.437,0.405,7,-12.424,0,0.0332,0.617,0.00000436,0.0836,0.404,148.119,3
29iIRrSuANyjnwag69PHOJ,"3jO7X5KupvwmWTHGtHgcgo","Demoliendo Hoteles","Piano Bar","Charly García",1984-01-01,135973,66,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol",0.616,0.701,1,-8.467,1,0.0629,0.00321,0,0.39,0.411,78.983,4
34BMzIFvpIgacpqUvuNpOT,"7w79n5kCkTEaewxNBynvhM","Maldición","Parvadomus","Once Tiros",2002-01-01,184773,45,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,reggae uruguayo,rock uruguayo",0.505,0.532,11,-6.001,0,0.0351,0.0713,0,0.0781,0.618,103.428,4
6zI4eWfBKdujnnLmXTIHqJ,"4yNluGAiPbYXLwlA9KspbG","Моя любимая","Священная война","The Red Army Choir",1993-01-01,133866,19,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"musique militaire,russian folk",0.245,0.203,5,-18.921,0,0.0476,0.929,0.0052,0.157,0.543,186.849,3
31wVu1EYhWOFCECXTqLWQ4,"1g1nVvle9qO9AWIUWYvPAP","Moskau","Huh Hah Dschinghis Khan","Dschinghis Khan",1993-04-26,269973,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"classic schlager",0.752,0.84,5,-7.577,0,0.0359,0.103,0.0000815,0.193,0.888,131.764,4
2ltWiec0N2xBIu5Hvi5uM4,"55cRv6ynEUYq7GuL02ZLjX","The Less I Know the Sexy Back","The Less I Know the Sexy Back","Gold Slides",2022-02-09,232280,2,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.716,0.368,9,-15.437,1,0.0332,0.147,0.28,0.457,0.774,117.004,4
1DxEbt6OSbrkRthk6pjZue,"0niAkxgT6y57bRbT0Ge94z,48R2gYdPKtfnfKAzhSVPUx,0uxYECT7XqHNccQAg5Uhe4","MERCHO","MERCHO","LiL CaKe,Migrantes,Nico Valdi",2022-12-16,161451,71,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"trap argentino,trap triste,cumbia pop",0.838,0.79,6,-1.602,0,0.108,0.431,0.00000333,0.184,0.962,92.927,4
3RRb7m7zpenaWk4wyqcnm3,"2nyEmQWHkN4klNBWnNllLZ","Yes, the Music Is a Feeling","Beat Tape 31","your best friend jippy",2020-03-03,72831,36,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.703,0.781,1,-11.084,1,0.137,0.699,0.449,0.126,0.742,89.697,4
1kAg9rfHsyoYLEi7GxA4nM,"5MboRLcEpLbsshOx64OdA6,1T7zBkQCOCacKjbnmFX7cp","Tal Tal Heights","Zelda & Chill II","Mikel,GameChops",2020-11-13,148732,42,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"lo-fi vgm,pixel,vgm remix",0.796,0.294,8,-14.029,0,0.115,0.783,0.94,0.132,0.855,141.996,4
4imCqtH8ZVmovPcozJKIom,"2OTE53aZ1BZQ01m8D5VEcR","Mamá No Me Quiero Casar","Por las Huevas","XDinero",1999,309706,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie arequipeno,peruvian rock",0.403,0.883,11,-5.98,0,0.296,0.00273,0,0.132,0.511,183.111,4
78CVgSm8s9pfpwCqvqzEYB,"1vBn5Puz4mdZopZEHq1QDq","PRMVR","La Primavera del Invierno","La Maravillosa Orquesta del Alcohol",2015-10-03,183013,56,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish indie pop,spanish rock",0.585,0.608,10,-5.511,1,0.0263,0.0249,0.00000288,0.337,0.562,95.805,4
1DtrlY4mOFrtuqgMYjXVJL,"7a3ryRcO3alwbqaX4RagzM,702w3C7rsrns4onySpv1Tw,1x6i8bPtzYRUWm4YVA6K5i","Rituales de Santería","Raval","ZOO,Annie Garcés,Ciudad Jara",2017-03-24,208837,47,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"mestissatge,rap catala,rap politico,rock catala,indie valenciana",0.724,0.792,9,-5.398,0,0.0494,0.166,0,0.138,0.435,108.099,4
0fZgVsd0Bk64cAUOcUnQ0X,"1vBn5Puz4mdZopZEHq1QDq","Vasos Vacíos","¿Quién Nos Va a Salvar?","La Maravillosa Orquesta del Alcohol",2013-10-15,188931,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish indie pop,spanish rock",0.516,0.537,9,-12.513,0,0.0411,0.0512,0,0.0787,0.367,144.887,4
0c4KyvtJPmHd5mnXYE5QnZ,"5MboRLcEpLbsshOx64OdA6,1T7zBkQCOCacKjbnmFX7cp","Song of Storms","Zelda & Chill","Mikel,GameChops",2018-09-14,217941,49,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"lo-fi vgm,pixel,vgm remix",0.676,0.462,2,-8.458,0,0.0308,0.0195,0.885,0.117,0.474,85.015,4
2kRGvesjW6DsXPfSrhjYVp,"5HkHDnrE6HW1FsD5gf8nrw","Mateo","Evoluciona","Tronic",2005-03-01,101156,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"chilean rock,punk melodico chileno",0.539,0.936,0,-2.831,0,0.0953,0.0632,0,0.373,0.962,160.019,4
4JkQU5XnvMu7WroV5QEZa6,"13JJKrUewC1CJYmIDXQNoH","Bipolar","Bipolar","El Cuarteto De Nos",2009-11-17,248480,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.61,0.937,10,-3.641,1,0.0305,0.00556,0,0.0735,0.361,92.015,4
270ieNCOt945nOdUQubFI5,"6nVcjUJemqpJjc1WevwTvL","Para No Verme Más","El Impulso","La Vela Puerca",2007-01-01,245986,56,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin alternative,reggae uruguayo,rock en espanol,rock uruguayo",0.538,0.709,11,-5.781,1,0.0266,0.04,0.0000366,0.108,0.453,131.039,4
5i9BN55sSR94Lfdes8seDp,"7w79n5kCkTEaewxNBynvhM","Nos dijimos todo","Imán","Once Tiros",2011-08-05,212970,41,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,reggae uruguayo,rock uruguayo",0.435,0.854,6,-5.461,0,0.0399,0.00902,0.000187,0.802,0.71,162.963,4
34CKJs7AevJpbrE53OFJwO,"7w79n5kCkTEaewxNBynvhM","Lacanao","Parvadomus","Once Tiros",2002-01-01,196960,37,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,reggae uruguayo,rock uruguayo",0.68,0.717,7,-6.252,0,0.0318,0.00944,0,0.273,0.911,132.445,4
2Lo6jY6P6iiGMOfkx5N5Kt,"3m1an5fzquhCtk4UnhmLmc","Un Nuevo Yo Despierta","...Y el Último","El Chojin",2019-12-20,203242,48,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap conciencia,spanish hip hop",0.627,0.72,1,-8.719,0,0.406,0.0463,0,0.0844,0.527,90.529,4
008BXU3kzngyZKVSjCyxpE,"56n1NeXsTOOxjX3Z4lVMTJ","Un Pobre Con Dinero","Un Pobre Con Dinero","SFDK",2019-12-13,205111,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.792,0.764,5,-7.19,1,0.254,0.104,0,0.0956,0.531,134.996,4
0Ao7UyZ0IcKH9WQitKd0EL,"1wGIhYkKWSq4yACtTkCkSX","Mañana Será Otro Día","Can + Zoo Índigo","Canserbero",2008,199758,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,rap politico,trap latino,venezuelan hip hop",0.651,0.689,2,-7.302,1,0.304,0.656,0,0.335,0.448,90.259,4
1jCBQphSQvBNDsCKYAxtP5,"5pIapcAHb6WV4fUjfQchMf","Con la Música a Otra Parte","A Ras de Sueño","Sharif",2011-09-27,247053,29,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish hip hop",0.611,0.908,8,-2.928,0,0.323,0.222,0,0.296,0.889,87.904,4
0PHtFrmcK2kcUVkjb4auvj,"56n1NeXsTOOxjX3Z4lVMTJ","Lucifer","Redención (Versión Exclusiva Spotify)","SFDK",2018-03-02,215500,48,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.623,0.835,5,-5.736,0,0.271,0.218,0,0.344,0.849,90.35,4
1B0BQaSRHxhI0AUlItY3LK,"7ltDVBr6mKbRvohxheJ9h1","MALAMENTE - Cap.1: Augurio","El Mal Querer","ROSALÍA",2018-11-02,150027,65,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop,r&b en espanol",0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,4
0YFoSD5VhoVrRbrnFERpVM,"5KQX0Ui06LVm6PApyicRFK","Yo te propongo","De Fiesta","Rombai",2016-01-12,150047,51,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cumbia pop",0.851,0.867,0,-5.062,1,0.0589,0.0514,0.0000233,0.0361,0.77,112.178,4
1MPWWVtOcbdVQQzv01ajl8,"3bL1ImonxGoTXyvH1Kbbty","El Whisky de Dios - En Vivo","Salvando las Distancias","Zambayonny",2008-11-27,196693,25,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.545,0.266,9,-14.759,0,0.583,0.802,0,0.711,0.867,77.747,4
283NIRno2srDoclKAPmk0F,"0D5U7oXEE4dut2DPyUDLca","El Favor","2020","Las Pastillas del Abuelo",2020-11-13,243984,18,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.377,0.664,0,-5.63,1,0.0465,0.309,0,0.15,0.427,75.191,4
6KDSrToeuM3UGiqEB1qNRN,"3OFrGQrdXwm0UgTERW6LAV","Tutank’mon","Algo Tiene Que Cambiar","Alan Sutton y las criaturitas de la ansiedad",2023-05-19,152393,62,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.61,0.607,2,-7.414,1,0.0807,0.0738,0.00000175,0.122,0.842,107.969,4
5DRQ4gbV0G3ZlCoNStk3CS,"13JJKrUewC1CJYmIDXQNoH","Hay Que Comer","Grandes Exitos / Greatest Hits","El Cuarteto De Nos",2004-05-01,202880,38,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.561,0.839,2,-5.549,1,0.0368,0.034,0,0.111,0.532,139.961,4
15m2Op4d1ZtX0ScPaDNKcd,"5ZqnEfVdEGmoPxtELhN7ai","Vino Tinto","Destrangis","Estopa",2001-10-23,198560,65,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop flamenco,rumba,spanish pop",0.694,0.935,7,-3.215,1,0.105,0.359,0,0.0324,0.797,92.478,4
4s1LnLQZDVvAmzudHJs2kA,"1UM5OPJuE5dGDgyPSNSAqH","Goliardos","Bibere Vivere","Lepoka",2018-11-20,185690,36,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish folk metal,spanish metal",0.393,0.99,7,-3.793,1,0.0946,0.000084,0.000107,0.182,0.185,165.058,4
298w9ctLcj2YLvA17c6azA,"2hazSY4Ef3aB9ATXW7F5w3","Arte Moderno","Copacabana","IZAL",2015-09-18,235360,47,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish indie pop,spanish pop,spanish rock",0.571,0.818,8,-5.559,0,0.0367,0.22,0,0.0769,0.455,141.948,4
4hTXeWayUVMwoz6v1CviSN,"2hazSY4Ef3aB9ATXW7F5w3","Copacabana","Copacabana","IZAL",2015-07-14,216566,61,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish indie pop,spanish pop,spanish rock",0.62,0.81,9,-7.194,0,0.0485,0.0093,0.00000451,0.207,0.512,144.924,4
1kasAbWIuasNPe1wNQ29qZ,"036IY6CphXdsPiqIXdqvCP","Muérdeles","Entre Poetas y Presos","La Raíz",2016-03-11,242602,2,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"ska espanol,spanish punk,spanish rock",0.755,0.933,5,-4.799,1,0.048,0.0107,0,0.0671,0.646,112.989,4
59OZFynwa8dvBXCCGZKxCp,"13JJKrUewC1CJYmIDXQNoH","El Cuarteto Tapicero","El Tren Bala","El Cuarteto De Nos",1996,153346,30,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.693,0.825,9,-11.754,1,0.0973,0.414,0,0.314,0.871,147.371,4
6wLQT5JQj4Px9BbRn7Ylau,"1PNgAcUW6UgN59okEaTpvG","Los Locos","Frontera","McKlopedia",2015-09-13,258385,40,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,trap venezolano,venezuelan hip hop",0.686,0.446,2,-12.383,1,0.104,0.39,0.0000495,0.115,0.798,81.964,4
0ohwsEUcp35gxowpLEx0os,"13JJKrUewC1CJYmIDXQNoH","Doble identidad","Bipolar","El Cuarteto De Nos",2009-11-17,209293,42,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.528,0.922,0,-2.818,1,0.0368,0.0051,0,0.503,0.641,129.934,4
19vhfSUgVJO2enJ6XidUGO,"5ZNxiPcbKgaNcBrERMpqeu","Molinos De Viento","La Leyenda De La Mancha","Mägo de Oz",1998,251681,69,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal",0.491,0.877,7,-3.758,1,0.0425,0.000259,0,0.0876,0.819,138.31,4
1J7Shem8gdOSiB5oHOxwNM,"0D5U7oXEE4dut2DPyUDLca","Desde la Postura","Las Pastillas del Abuelo","Las Pastillas del Abuelo",2006,328653,11,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.758,0.552,9,-8.424,0,0.0262,0.106,0.00000135,0.67,0.735,96.898,4
0dQPkfweyWDzZ20Auq3F14,"5ZNxiPcbKgaNcBrERMpqeu","La danza del fuego","Finisterra","Mägo de Oz",2000,313097,62,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal",0.477,0.836,0,-5.662,1,0.0506,0.033,0.0000343,0.248,0.213,131.812,4
76GLflx9QeYC0pjhYyASo7,"13JJKrUewC1CJYmIDXQNoH","Tiburones en el Bosque","Jueves","El Cuarteto De Nos",2019-08-16,195786,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.514,0.859,9,-7.002,1,0.0616,0.134,0,0.0984,0.484,123.38,4
6VVBXRsXAuN5UvqKNw7j0l,"5ZqnEfVdEGmoPxtELhN7ai","Cacho a Cacho","Estopa","Estopa",1999-10-18,148746,63,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop flamenco,rumba,spanish pop",0.456,0.843,0,-8.682,1,0.0559,0.105,0.00176,0.0939,0.842,79.608,4
7bRA9BXy3nNpTOvABDD6EM,"0QYoTBFk6RrLqna6PfszFy","Història d'Espanya (Explicada pels Espanyols)","Anem Tancant les Portes a la Por","Brams",2014-04-22,243093,22,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock catala,ska catala",0.752,0.885,0,-5.827,1,0.0534,0.137,0,0.0838,0.816,102.974,4
5UB4pyeyR7d4LLJfVN4Kis,"5GcWBUX00IPuWVGMIRK1sS,66ArjpKRgw8vYBf9yhktto","Rap Bruto","Rap Bruto","Residente,Nach",2018-10-05,361180,54,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"venezuelan hip hop,rap conciencia,spanish hip hop",0.495,0.83,9,-3.857,1,0.346,0.183,0,0.079,0.579,82.671,4
6MllW0bsv7ZRUPSUlzNrkR,"7F9Bd5X4sxdwWRJVpbfMtb","Me Bajo","Quiebro","ZPU",2020-03-11,286589,28,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap conciencia,spanish hip hop",0.484,0.747,3,-7.879,0,0.209,0.712,0,0.114,0.695,138.039,4
2rGAIoUicUqQ1hK0YlRShJ,"451DVjaBuGYfvDfvG9MxaG,2FwMmxiCWQhEyO9k0nOyNF","Llora","Cordura Transitoria","Rapsusklei,Blake",2022-02-22,187000,35,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,spanish hip hop,rap politico",0.792,0.803,10,-6.079,0,0.103,0.16,0,0.338,0.718,126.01,4
0DXPqpQC4HWt2RbcBv7ttW,"451DVjaBuGYfvDfvG9MxaG","Diluvio","Cordura Transitoria","Rapsusklei",2022-02-22,181479,14,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,spanish hip hop",0.613,0.725,11,-9.731,0,0.841,0.206,0,0.812,0.57,84.274,4
