Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4BxzNZpcm1j3JczZzGNe2k,"33ScadVnbm2X8kkUqOkC6Z,3SUT1jjM5hzZj9TLfLZGIP","Bandoleros","The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)","Don Omar,Tego Calderón",2006-06-20,305280,70,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino,rap boricua",0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622,4
5fdNHVZHbWB1AaXk4RBGVD,"05YVYeV4HxYp5rrWalvuE1","Just the Two of Us","Winelight","Grover Washington, Jr.",1980,443773,68,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"soul jazz",0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,4
6FfLg6FFqhCsrFOaHIGkg0,"25pd339V2rRJo84USlcSRP","Honeypie","For Abby","JAWNY",2020-10-27,135581,76,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"bedroom pop,pov: indie",0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4
2flxduIqEbsicdmPyj1WVW,"7gP3bB2nilZXLfPHJhMdvc","Imagination","Imagination","Foster The People",2019-06-21,256266,67,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indietronica,modern alternative rock,modern rock,rock",0.744,0.642,2,-4.6,0,0.031,0.115,0.0000395,0.279,0.63,94.988,4
1hiZqVgSKeVPJAjUKgJZMm,"7opp16lU7VM3l2WBdGMYHP","Aguanile","A Man And His Music","Héctor Lavoe",2010-02-01,371333,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa puertorriquena,tropical",0.516,0.732,0,-5.737,0,0.0478,0.253,0.0000438,0.241,0.909,127.341,4
05ascW5kZSLsGM7sdr9Eot,"59bV1Zv97BwGJYy6O2SvUx","Lodo","Sueños y Pan","Xoel López",2017-11-17,193344,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,spanish indie pop",0.623,0.537,4,-9.929,1,0.0371,0.67,0.323,0.274,0.673,110.982,4
0pyT9W877RcYtVdl1ZmlvQ,"6J6yx1t3nwIDyPXk5xa7O8","Valiente","Un Día en el Mundo","Vetusta Morla",2008-04-21,208893,57,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,latin rock,rock alternativo espanol,spanish indie pop,spanish rock",0.554,0.9,4,-3.654,0,0.0366,0.00382,0.00000826,0.133,0.569,140.023,4
4bZEZhCq2kqUxnMacXVl5x,"6J6yx1t3nwIDyPXk5xa7O8","Copenhague","Un Día en el Mundo","Vetusta Morla",2008-04-21,303693,60,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,latin rock,rock alternativo espanol,spanish indie pop,spanish rock",0.559,0.742,9,-3.945,1,0.0243,0.411,0.0107,0.133,0.482,92.959,4
1ozbWlTQASs311dSO5R6vp,"6VCoG3MG7ZKRxDjaYOvtrF,7uLePkJ2f0MwEcphODfkuu","Lucha De Gigantes","Lucha De Gigantes","Love of Lesbian,Zahara",2010-01-01,206880,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,spanish indie pop,spanish pop,spanish rock",0.729,0.482,4,-6.5,0,0.0301,0.339,0.0000438,0.159,0.361,108.133,4
0kc4G5tEdtmTB0w3gYmb01,"5GcWBUX00IPuWVGMIRK1sS,4Q3f2YYH4gQxWFS3WY5G3j","Desencuentro (feat. Soko)","Residente","Residente,Soko",2017-03-31,284493,53,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"venezuelan hip hop,french indie pop",0.379,0.775,0,-6.297,1,0.0798,0.0854,0.00446,0.133,0.361,159.83,3
569wwTXGm6Ujk1HeJjH6fj,"5soMpG6E6oApEiCZgrWeVz","Girasoles","Cuando el Río Suena...","Rozalén",2017-09-15,220000,49,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,spanish pop",0.746,0.732,1,-5.543,1,0.182,0.359,0.00000226,0.0904,0.945,90.03,4
0n2lJjskWdFCvLI3ExAGha,"5soMpG6E6oApEiCZgrWeVz,5ZqnEfVdEGmoPxtELhN7ai","Vivir (with Estopa)","Vivir (with Estopa)","Rozalén,Estopa",2017-10-19,172000,60,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautor,spanish pop,pop flamenco,rumba",0.715,0.906,8,-5.478,1,0.28,0.353,0,0.112,0.777,101.088,4
6K4t31amVTZDgR3sKmwUJJ,"5INjqkS1o8h1imAzPqGZBb","The Less I Know The Better","Currents","Tame Impala",2015-07-17,216320,85,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"australian psych,modern rock,neo-psychedelic,rock",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
3TO7bbrUKrOSPGRTB5MeCz,"0k17h0D3J5VfsdmQ1iZtE9","Time","The Dark Side of the Moon","Pink Floyd",1973-03-01,413947,69,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.359,0.48,9,-11.79,1,0.0841,0.521,0.0043,0.178,0.355,120.285,4
2U3rA2iYYrTFEeQg4u9S4b,"7cC7jkVtiRu4JDIrG1X51P","Poema de los Dones","Borges por Él Mismo","Jorge Luis Borges",2022-10-20,230480,9,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.683,0.0422,1,-17.936,1,0.592,0.443,0,0.172,0.287,100.886,4
08THvDquCuP6yqDo5g5JLe,"13JJKrUewC1CJYmIDXQNoH","Chivo Expiatorio - En Vivo","Chivo Expiatorio (En Vivo)","El Cuarteto De Nos",2024-01-18,298017,40,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.498,0.961,5,-4.332,1,0.0495,0.0135,0,0.969,0.578,146.01,4
1vvNmPOiUuyCbgWmtc6yfm,"7CajNmpbOovFoOoasH2HaY","My Way","My Way","Calvin Harris",2016-09-16,219159,80,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.818,0.913,4,-3.06,0,0.0426,0.093,0.0000369,0.161,0.536,119.986,4
6h5PAsRni4IRlxWr6uDPTP,"2XnBwblw31dfGnspMIwgWz","More Than You Know","More Than You Know","Axwell /\ Ingrosso",2017-07-28,203000,80,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"edm,pop dance,progressive electro house",0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,4
7mitXLIMCflkhZiD34uEQI,"3sgFRtyBnxXD5ESfmbK4dl,2jLE4BoXHriQ96JagEtiDP,53sIBaVjXQhfH89Vu6nEGh","Party Rock Anthem","Sorry For Party Rocking","LMFAO,Lauren Bennett,GoonRock",2011-01-01,262146,73,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"dance pop,pop,pop rap",0.75,0.736,5,-4.168,0,0.155,0.0202,0,0.265,0.355,130.011,4
5MhsZlmKJG6X5kTHkdwC4B,"5vCOdeiQt9LyzdI87kt5Sh,1KYt3TMGpa1LtVi0m2A0F9","I'm an Albatraoz","I'm an Albatraoz","AronChupa,Little Sis Nora",2014-08-08,166848,71,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"swedish pop,melbourne bounce international",0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,4
2Foc5Q5nqNiosCNqttzHof,"4tZwfgrHOc3mvqYlEYSvVi,2RdwBSPQiwcmiDo9kixcl8,3yDIp0kaq9EFKe07X1X2rz","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk,Pharrell Williams,Nile Rodgers",2013-04-19,248413,80,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"electro,filter house,rock,dance pop,pop,disco",0.794,0.811,6,-8.966,0,0.038,0.0426,0.00000107,0.101,0.862,116.047,4
7ydVhVEl4cRGEAhxo7X5Ic,"06tNNxVLJdEZsxhQKsIcOv","Pana Miguel","Pana Miguel","Keyan JRN",2020-05-02,166701,42,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"trap triste",0.491,0.785,5,-4.569,1,0.113,0.447,0,0.144,0.42,82.476,4
1FCsK0oKWCtDOYRPYSrYgO,"5nWYvcpaqKtp08cYxjOfFr","Idea 22","Idea 22","Gibran Alcocer",2022-12-16,152000,72,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"ambient lo-fi",0.328,0.0704,0,-20.147,0,0.0319,0.986,0.946,0.108,0.15,51.696,4
63T7DJ1AFDD6Bn8VzG6JE8,"22bE4uQ6baNwSHPVcDxLCe","Paint It, Black","Aftermath","The Rolling Stones",1966-04-15,202266,83,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"album rock,british invasion,classic rock,rock",0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4
6ftHPJyEHGqMaml3ZEwPm1,"3RTAXX6KGdljBsOIupyZgT","Llueve Sobre La Ciudad","Vida De Perros","Los Bunkers",2005,236426,71,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"chilean rock,concepcion indie,latin alternative,latin rock,rock en espanol",0.486,0.794,9,-4.143,0,0.0336,0.0309,0,0.046,0.809,107.848,4
6b4ioB9n5Hkeu2GdSOWzJJ,"66lf5bQo2BIEue1pxfgxQS,01m2XZ7m7rAz6KY3scTdaV,7fT2Me47PQ8T7954PKrcwR,2x7PC78TmgqpEIjaGAZ0Oz","C90 (Remix)","C90 (Remix)","John C,Neo Pistea,Bhavi,Trueno",2019-12-18,316000,57,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"trap argentino,argentine hip hop,trap triste,bases de freestyle,trap latino,urbano latino",0.878,0.762,1,-5.095,1,0.0819,0.333,0.00000231,0.0665,0.617,122.94,4
5A32KQZznC2HSqr9qzTl2N,"4wLXwxDeWQ8mtUIRPxGiD6","Ahora Quien - Salsa Version","Valio La Pena","Marc Anthony",2004-07-27,309586,67,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin pop,modern salsa,salsa,tropical",0.553,0.632,4,-4.837,0,0.0782,0.375,0,0.267,0.687,85.1,4
3kNQh1pLaQbZZoh6GDzHGp,"70nxnxEqDQIEWneRjg2Q4O","Me Tengo Que Ir","Rumba Latina","Adolescent's Orquesta",2019-11-23,279754,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa venezolana,tropical",0.463,0.65,2,-9.002,0,0.0376,0.386,0,0.237,0.912,97.293,4
1r2EerxDMVQbXxqsqnjUhy,"5Wg6XnPTp0xXxFCjywwR9I","Que Locura Enamorarme De Ti","Lluvia","Eddie Santiago",2019-10-22,305139,56,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa puertorriquena,tropical",0.757,0.857,1,-5.035,1,0.0476,0.743,0,0.0674,0.912,94.778,4
26ucR33snMkRD6JExhoD6I,"1zng9JZpblpk48IPceRWs8","Una Aventura","The Best","Grupo Niche",1988,316093,66,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa colombiana,tropical",0.699,0.83,0,-10.935,1,0.0365,0.275,0.00241,0.121,0.731,92.855,4
4ubwzNjqHGaZZ5k06PDx1H,"1zng9JZpblpk48IPceRWs8","Sin Sentimientos","The Best","Grupo Niche",1988,293893,66,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa colombiana,tropical",0.607,0.622,2,-9.433,0,0.0354,0.414,0,0.176,0.66,82.777,4
5XWfwjzFNl2pTB737fx7qr,"7x5Slu7yTE5icZjNsc3OzW","El Gran Varón","Top Secrets","Willie Colón",1989-01-01,414706,69,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,tropical",0.645,0.665,7,-5.519,0,0.0384,0.581,0,0.0391,0.369,94.115,4
3fRIuTih8bzc0vtY9fHhvF,"7x5Slu7yTE5icZjNsc3OzW","Talento De Televisión","Mis Favoritas","Willie Colón",2010-06-08,279320,72,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,tropical",0.779,0.796,2,-6.675,1,0.0434,0.701,0.0000399,0.0636,0.938,104.947,4
1nquycJ4zLhrT23rwtH5Wj,"6IdtcAwaNVAggwd6sCKgTI","Vía Láctea","Memo Rex Commander y el Corazón Atómico de la Vía Láctea","Zoé",2006-07-12,248133,64,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin alternative,latin rock,mexican rock,morelos indie,rock en espanol",0.534,0.759,7,-4.781,1,0.0469,0.0624,0.00484,0.104,0.574,150.976,4
100Tm6z29RfHTdUQ6NIs0s,"2QWIScpFDNxmS6ZEMIUvgm","Me Voy","Limon Y Sal","Julieta Venegas",2006-05-25,187520,81,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cantautora mexicana,latin alternative,latin pop,latin rock,rock en espanol",0.575,0.679,2,-3.845,1,0.0278,0.0664,0,0.0956,0.601,107.878,3
75ncCwXqalTnnl6t1ruQRq,"5bRLeMl4Tnozmg9wR1pY7y","Dueles Tan Bien","Dueles Tan Bien","Bruses",2021-07-15,174000,58,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie triste",0.709,0.366,8,-8.696,1,0.0472,0.0256,0,0.308,0.407,74.511,4
5xxR1xl7tiFlITtxzsuow0,"4dLvccxeQIM5u80Ri0u9OV","La Rueda","Feliz Navidad Con Salsa","Frankie Ruiz",2022-12-16,384603,53,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"salsa,salsa puertorriquena,tropical",0.72,0.814,5,-8.057,1,0.0384,0.495,0.0000155,0.0731,0.962,102.894,4
3Pme6ghMt2iCDy4V2SqWPx,"6uEP47pujQ1g5cGGyYrrCp","Cariño Malo","Los Kipus y Sus Voces","Los Kipus",1995,180066,40,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"classic peruvian pop,musica criolla",0.676,0.387,3,-5.971,0,0.0769,0.699,0.0000566,0.104,0.626,137.501,3
2Ovxs4W5CIMcOIPLJq89ge,"5HaEqqbjg6WU8QPF7ja6Xa","Déjalos","Los Secretos de Felix Pasache","Los Embajadores Criollos",2015-09-11,167400,37,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"classic peruvian pop,musica criolla",0.806,0.431,9,-13.511,0,0.0629,0.775,0.00000104,0.0747,0.932,144.699,3
6I9VzXrHxO9rA9A5euc8Ak,"26dSoYclwsYLMAKD3tpOr4","Toxic","In The Zone","Britney Spears",2003-11-13,198800,85,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"dance pop,pop",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
6naxalmIoLFWR0siv8dnQQ,"26dSoYclwsYLMAKD3tpOr4","Oops!...I Did It Again","Oops!... I Did It Again","Britney Spears",2000-05-16,211160,80,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"dance pop,pop",0.751,0.834,1,-5.444,0,0.0437,0.3,0.0000177,0.355,0.894,95.053,4
6ic8OlLUNEATToEFU3xmaH,"26dSoYclwsYLMAKD3tpOr4","Gimme More","Blackout","Britney Spears",2007-10-25,251240,82,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"dance pop,pop",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4
7AqteBGkJ5edFjEfYf8mXf,"6AJ9HQ2Ptp1WWEfBFvR5fF","Liki Bessmertnykh Bogov","Goi, Rode, Goi!","Arkona",2009,318560,23,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"folk metal,russian folk metal,russian metal,slavic folk metal,slavic metal",0.311,0.939,0,-4.24,1,0.061,0.0211,0.0175,0.102,0.393,159.147,3
68WeKkXsg8jUZ57t3bz6qe,"6FaSJ1FXpb5QxKu77LPiZr","Yo Me Voy Pa' la Cumbia","Máscaras","Sergent Garcia",2006-09-05,260600,38,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"latin alternative,ska jazz",0.826,0.757,0,-4.682,1,0.15,0.0081,0.000357,0.312,0.728,95.986,4
04aAxqtGp5pv12UXAg4pkq,"4UXqAaa6dQYAk18Lv7PEgX","Centuries","American Beauty/American Psycho","Fall Out Boy",2015-01-16,228360,80,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"emo,modern rock,pop,pop punk,rock",0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
0M955bMOoilikPXwKLYpoi,"2xiIXseIJcq3nG7C8fHeBj","I Hate Everything About You","Three Days Grace","Three Days Grace",2003-04-19,231480,78,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,4
6Nm8h73ycDG2saCnZV8poF,"3HVdAiMNjYrQIKlOGxoGh5","Dragula","Hellbilly Deluxe","Rob Zombie",1998-01-01,222826,78,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative metal,hard rock,industrial metal,industrial rock,nu metal,post-grunge,rock",0.59,0.963,0,-6.489,0,0.0676,0.0000875,0.000105,0.0781,0.586,125.033,4
3Tg8JctqoeIwZ3Rue8BjaI,"6JW8wliOEwaDZ231ZY7cf4","Ratamahatta","Roots","Sepultura",1996-02-20,270640,57,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative metal,brazilian groove metal,brazilian metal,brazilian thrash metal,death metal,deathrash,groove metal,hard rock,latin metal,metal,metal mineiro,nu metal,old school thrash,speed metal,thrash metal",0.53,0.95,10,-5.402,0,0.0959,0.00801,0.205,0.33,0.411,112.627,4
3Te8uLyit6X3ncNW8Fp3K2,"4UXqAaa6dQYAk18Lv7PEgX","Immortals","American Beauty/American Psycho","Fall Out Boy",2015-01-16,189386,74,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"emo,modern rock,pop,pop punk,rock",0.616,0.868,2,-3.606,1,0.0699,0.00131,0.00000154,0.671,0.475,108.016,4
47atuTch0AN7NvP9vp42a5,"3IYUhFvPQItj6xySrBmZkd","Ramble Tamble","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,431226,49,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock",0.347,0.8,7,-6.651,1,0.0294,0.00147,0.769,0.0975,0.66,103.725,4
69Yia3qCLw6N9U80WhLwLn,"4f5V3PQ66nIrBCqugJtaGn","Voice of the Soul","The Sound of Perseverance - Reissue","Death",1998,223933,55,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"death metal,dissonant death metal,florida death metal,groove metal,hard rock,metal,speed metal,technical death metal",0.158,0.572,7,-6.293,0,0.0346,0.000926,0.893,0.144,0.347,79.176,3
3q9G9SvgdfE1fxlvoDIb20,"5M52tdBnJaKSvOpJGz8mfZ","Paranoid","Paranoid (Deluxe Edition)","Black Sabbath",1970-09-18,167720,0,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"album rock,alternative metal,birmingham metal,classic rock,hard rock,metal,rock,stoner rock,uk doom metal",0.423,0.685,4,-9.651,0,0.078,0.0000628,0.00642,0.133,0.328,162.78,4
4dUES55SAFKZp4ekMlLHWZ,"4tm8CEdm4pkQsEh4jIr9Yp,1bAftSH8umNcGZ0uyV7LMg,12GqGscKJx3aE4t07u7eVZ","NO SON KLLE","NO SON KLLE","Santa Fe Klan,Duki,Peso Pluma",2024-02-22,223586,65,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"mexican hip hop,argentine hip hop,trap argentino,trap latino,trap triste,urbano latino,corridos tumbados,sad sierreno",0.456,0.845,11,-4.283,1,0.274,0.424,0.00000278,0.107,0.55,173.922,3
1Hs1uUl8o2VtDp1DABFq0O,"1vqR17Iv8VFdzure1TAXEq,5Y3MV9DZ0d87NnVm56qSY1,1DxLCyH42yaHKGK3cl5bvG,1bAftSH8umNcGZ0uyV7LMg,0AqlFI0tz2DsEoJlKSIiT9,3Apb2lGmGJaBmr0TTBJvIZ,2OhUNb01gLwygOizYvTm0e,0dUyjgCyjfj5eMx6bX2TWf","Los del Espacio","Los del Espacio","LIT killah,Tiago PZK,Maria Becerra,Duki,Emilia,Rusherking,Big One,FMK",2023-06-01,338000,76,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine hip hop,trap argentino,trap latino,trap triste,urbano latino,pop argentino",0.813,0.682,0,-3.598,1,0.0402,0.107,0,0.108,0.634,120.011,4
48vnZJGacXc78tqN9gcNPZ,"56n1NeXsTOOxjX3Z4lVMTJ,6uFTGm4t8Z6tXyCm22sLQM","Todo Lo Que Importa","Sin Miedo a Vivir","SFDK,Fyahbwoy",2014-12-16,248106,47,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.703,0.802,6,-7.319,0,0.241,0.0603,0,0.0716,0.727,88.672,4
41wVwJUWk1urN57CfAajMJ,"451DVjaBuGYfvDfvG9MxaG,5pIapcAHb6WV4fUjfQchMf,6a7aRbyLNHHiwqgLh87Mpy","Cleopatra","Curso Básico de Poesía","Rapsusklei,Sharif,Juaninacka",2014-10-22,266482,41,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,spanish hip hop",0.69,0.703,1,-6.911,1,0.109,0.0204,0.00000164,0.0889,0.287,80.067,4
3OC3AO2zGgcyM7pAFO47YZ,"7GmXwGXJSsmWTkCyk5Twux","Yemen","El Círculo (Versión Exclusiva de Spotify)","Kase.O",2016-09-23,263466,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,spanish hip hop",0.714,0.544,11,-7.047,0,0.418,0.257,0,0.197,0.92,82.841,4
14Qcrx6Dfjvcj0H8oV8oUW,"5yxyJsFanEAuwSM5kOuZKc","In The Hall Of The Mountain King from Peer Gynt Suite N°1, Op. 46","The London Symphony Orchestra: The Top 100 of Classical Music","London Symphony Orchestra",2010-01-11,150826,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"british orchestra,classical,orchestra",0.475,0.13,7,-17.719,1,0.051,0.916,0.956,0.101,0.122,112.241,4
2O1EHaqGqQjAqshMGOBfyB,"7cOkK8AkHEuPjIRhycNt3P","Amor De Etiqueta","Vale La Pena (It's Worth It)","La Caro Band",1999,291906,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop peruano",0.568,0.922,5,-3.56,1,0.0827,0.826,0.0000121,0.183,0.844,98.402,4
6IbnUaczZBT34DhaD6S18F,"6CwfuxIqcltXDGjfZsMd9A","Bubblegum Bitch","Electra Heart (Deluxe)","MARINA",2012-04-27,154666,76,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"metropopolis,pop,pov: indie,uk alternative pop",0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4
1lb3H41lbvAN28N7yqRNL9,"5nWYvcpaqKtp08cYxjOfFr","Idea 10","Idea 10","Gibran Alcocer",2022-07-09,128000,75,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"ambient lo-fi",0.339,0.242,7,-20.446,0,0.0383,0.978,0.871,0.104,0.711,87.053,3
1Kb2DqjHRvOcT5xeWtz3t5,"0IfkFoyLbsgahVvNfPnV2y","Ferme Les Yeux","Des Plumes Dans La Tête","Sylvain Chauveau",2004-04-15,68493,63,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"ambient,compositional ambient,drone,pop ambient",0,0.0323,2,-23.636,0,0,0.994,0.973,0.0922,0,0,0
1yqM5O07lL7R6UAdK5jvrR,"5uNm1FvRSh2IcPNDGQChtr","Oceans Apart","The Turn","Ben Crosland",2020-06-19,78413,70,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"background piano",0.396,0.0559,9,-20.707,0,0.0599,0.987,0.935,0.11,0.278,95.217,1
5eujblqQ4RS7WDwyqZuMrf,"0i9C2rVWJ2UtTV6ZAixxmB,1a2gkj8MKAg0cMnMucsEg2","Martes Otra Vez (feat. Roberto Musso)","Meteoros+","Meteoros,Roberto Musso",2019-04-23,255982,32,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop argentino",0.692,0.517,9,-14.585,0,0.0338,0.00893,0.000122,0.062,0.969,122.796,4
6HkGQ1F0ZtPHbnp1GCdLZK,"1K6L6Hw4HibspToNP1FeBC","Opheliac","Opheliac (The Deluxe Edition)","Emilie Autumn",2010-07-12,333640,34,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"cello,dark cabaret,steampunk",0.478,0.733,7,-9.302,0,0.312,0.0221,0,0.0669,0.274,160.049,4
46RHz0aqfrwRmGMdEgenL4,"451DVjaBuGYfvDfvG9MxaG,6uFTGm4t8Z6tXyCm22sLQM","Tantas Veces Dijeron","Origami","Rapsusklei,Fyahbwoy",2016-11-11,229608,32,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,spanish hip hop",0.729,0.87,1,-4.426,1,0.201,0.0707,0,0.475,0.742,95.019,4
4h9wh7iOZ0GGn8QVp4RAOB,"5Pwc4xIPtQLFEnJriah9YJ","I Ain't Worried","I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick)","OneRepublic",2022-05-13,148485,84,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"piano rock,pop",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
