id,name,artist,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key,mode
5Ujrafg3IAx5DjjBUkndSz,Rodeada de idiotas,Cobardes,,0.539,0.793,-7.211,0.0512,0.00579,9.05e-05,0.132,0.417,149.166,4,11,1
2GZKHCkIh25MTJHAFT7YoQ,Naixen Primaveres,Aspencat,indie valenciana,0.6,0.917,-4.061,0.0748,0.0277,0.0,0.166,0.762,181.993,3,9,0
6xiXTpLR2J7epOmttWW984,Mecha,Chano,argentine telepop,0.699,0.729,-4.506,0.0377,0.135,2.7e-06,0.334,0.637,93.971,4,6,0
1Fw3koFuC2VWhPneAX2Gz4,Bedroom Rockstar,Blame Blop,,0.47,0.933,-8.024,0.0775,0.242,1.37e-05,0.188,0.637,99.366,4,10,1
7fVAyNC0cFsCNiGxCgSbwV,Aquellos Años,The Bobby's,punk euskera,0.564,0.983,-2.041,0.0457,0.00195,0.0,0.215,0.722,130.031,4,2,1
6IMZPYjW7FKdpMJcybAQMW,Volar,Agua Bendita,ska catala,0.289,0.842,-6.902,0.052,0.00547,0.466,0.109,0.791,197.71,4,1,0
4umN41ggyywUcvMbZxhcHR,Oh No!,MARINA,metropopolis,0.776,0.9,-3.97,0.0382,0.058,0.0,0.256,0.963,127.051,4,0,1
2bFi0AdS4Ylh0BeJar5yw1,En Tarros de Miel,Sinkope,indie extremena,0.595,0.836,-6.611,0.0623,0.000129,0.0,0.0774,0.174,95.995,4,5,1
7tiu52iT5YeFY7QhOCpmOs,Esbarzers,La Gossa Sorda,musica valenciana,0.816,0.804,-5.914,0.0365,0.0474,0.0,0.0838,0.963,143.97,4,6,0
6Ur2sj2Q8E2Dp4x3erQWN4,Trasegando,Marea,punk urbano,0.479,0.976,-4.397,0.085,8.63e-05,0.00946,0.179,0.626,89.89,4,11,1
0uRC1one5JBBT6MyxNRcjy,Corazones Ambulantes,Valira,indie valenciana,0.586,0.655,-4.181,0.0424,0.0107,0.0,0.165,0.884,181.916,4,2,1
0tKdc5LRn5omaRRJJQ5wlh,Muchachos Esta Noche Me Emborracho,La Mosca Tse-Tse,latin alternative,0.616,0.764,-6.232,0.0424,0.53,0.0,0.0653,0.913,113.917,4,7,0
2NdH1GtFbmcoUQBkvX0zUL,Español,Ciniko el Octavo Arte,rap politico,0.436,0.809,-6.59,0.35,0.0419,0.0,0.104,0.622,170.31,4,2,1
45PIqvbAcMWK8DC3QkQu5p,Esclavos,Mala Praxis,rap politico,0.74,0.734,-2.116,0.262,0.431,0.0,0.16,0.82,97.541,4,1,1
4cX2HECxTnhFTGHJ72RYt1,Purificación,Día Sexto,rap galego,0.597,0.936,-3.77,0.0997,0.498,0.0,0.245,0.884,163.001,4,2,1
1Bddl2xpVtMPwn78K8dHu3,La Cigarra y la Hormiga,Sons of Aguirre,rap metal espanol,0.667,0.905,-6.062,0.14,0.0328,0.0,0.278,0.476,102.478,4,11,1
2Kbr1l42WvrWR0O9BaOIGe,El Pais de Alicia,Envidia Kotxina,punk urbano,0.511,0.986,-2.47,0.188,0.0145,0.0117,0.326,0.578,174.9,4,2,1
6nSmBTQCy2yZLj8NjNnqcL,Comancheria,Los Chikos del Maiz,rap politico,0.588,0.94,-4.62,0.315,0.37,0.0,0.107,0.725,96.965,4,11,0
7gwT3HGL84vF7bgtwL1N88,Ojos Marrones,Lasso,pop venezolano,0.809,0.649,-4.433,0.0416,0.0407,0.0,0.145,0.72,120.014,4,8,0
5rLi8B8qgk6qThwRnKHW2P,The Ballad of Mona Lisa,Panic! At The Disco,pop,0.436,0.893,-4.18,0.0556,0.000362,0.0,0.103,0.0794,124.113,4,9,0
38SWtyvUlLY7JRztpPB7N0,L'acqua der tevere,Rancore,italian hip hop,0.55,0.467,-9.329,0.268,0.831,0.0,0.259,0.908,113.475,1,2,0
13yE6UlhBfDgGZ56xUCnXu,Razones,El Cuarteto De Nos,rock uruguayo,0.652,0.831,-3.823,0.0331,0.245,0.0,0.128,0.773,107.982,4,11,0
6rj4baRaVhzNcXk3bu4afW,La mejicana,Tata Barahona,chilean indie,0.454,0.549,-9.779,0.0693,0.818,5.69e-05,0.363,0.44,175.234,3,9,0
31Fhs0pNaSsxYEavOPPN88,Puta Locura,Blake,rap politico,0.868,0.456,-10.427,0.103,0.34,0.0,0.0917,0.639,95.047,4,2,0
2hS7Bn1HsYlBw4xQ6drw1u,Get High,Elane,rap underground espanol,0.699,0.699,-7.17,0.24,0.603,0.0,0.332,0.549,90.209,4,0,1
3BVdbbFSuhVBHsvCgqCSTx,Seguimos en Pie,Lepoka,spanish folk metal,0.438,0.974,-3.352,0.113,0.00207,0.0,0.337,0.779,182.218,4,0,1
2lXPDGSJBfF3tvelCmPfUN,Cara B,SFDK,rap politico,0.763,0.751,-4.484,0.267,0.159,0.0,0.0583,0.871,176.057,4,8,1
1IV1pNKKPtSeJEA5BPTu1e,Leave It All To Me (iCarly chill),Torpe,,0.526,0.597,-7.262,0.157,0.73,0.0,0.282,0.655,207.771,5,2,1
6Zq5MmCCWhZMdcsZVbCsbg,A Puñetazos Con los Abrazos,Silencio Absoluto,punk urbano,0.617,0.849,-3.962,0.0913,0.0826,0.0,0.11,0.616,163.995,4,4,0
3Nz3EIAo136Ki1fh7hXcfc,Octubres Rotos,Desakato,punk urbano,0.584,0.879,-5.189,0.0361,0.000157,0.000384,0.182,0.302,134.974,4,2,1
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,modern rock,0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,4,5,0
17pOLaBouf2EleJjsHfJSg,Hooked On A Feeling,Blue Swede,classic swedish pop,0.547,0.82,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,4,8,1
06qEGQMavekDfu9fVsFAMz,I Love Rock 'n' Roll,The Black Jets,,0.762,0.482,-4.35,0.0734,0.0725,3.26e-06,0.0802,0.684,94.009,4,4,0
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,lgbtq+ hip hop,0.736,0.704,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,3,0
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,dance pop,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,4,0
68EkhVWIeULhHxcbi1QhzK,World's Smallest Violin,AJR,pov: indie,0.68,0.697,-7.01,0.0484,0.121,0.0,0.661,0.684,116.033,4,5,1
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,alternative rock,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,4,9,1
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,4,2,1
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,album rock,0.596,0.606,-12.145,0.0255,0.181,0.000327,0.0863,0.886,97.785,4,7,1
3E4ZzO4ySupnYypDPXcc3D,Rockstar,Duki,argentine hip hop,0.875,0.855,0.642,0.0938,0.0906,0.0,0.174,0.33,123.981,4,9,1
3FNy4yzOhHhFBeA5p4ofoq,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,g funk,0.553,0.652,-6.685,0.206,0.0897,0.0,0.111,0.551,94.505,4,0,1
7sLAaxuPpzSBZHJeDdhz2U,Bang Bang,Blake,rap politico,0.882,0.782,-6.835,0.0804,0.00381,0.0131,0.128,0.811,125.023,4,4,1
39dJktBetsIgMLjFifrm6p,Ansiedad 3,Liz Forte,urbano espanol,0.779,0.821,-5.083,0.0618,0.185,0.0,0.0563,0.458,150.059,5,3,0
2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,weirdcore,0.585,0.595,-10.444,0.0328,0.0696,0.266,0.0837,0.039,140.037,4,8,1
6lyKOW0FNW6aAZdKVgoM8m,Good Time,Alan Jackson,country,0.652,0.767,-10.445,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4,9,1
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,australian pop,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,4,6,0
3DCSgpzzdFwH4fwMcGi7Pr,Incantation,Russell Brower,video game music,0.0847,0.11,-19.767,0.0408,0.99,0.785,0.112,0.0221,79.763,3,2,1
1KzO88hc8I7InCz4IM0u3J,Me da igual,Charlie USG,,0.617,0.878,-4.46,0.058,0.000134,0.0,0.169,0.823,159.962,4,0,1
5LgEnbi7P6taZ8UKtHeygA,Llaman a la Puerta,Pochi Marambio y Tierra Sur,reggae peruano,0.926,0.548,-11.514,0.0896,0.391,0.00103,0.338,0.667,106.99,4,4,0
5y8xgNEwQx8sQfHSuw15Qf,Lobos,Kamikazes,spanish punk,0.226,0.991,-2.602,0.0862,0.000328,0.0665,0.382,0.33,102.251,4,4,0
0RyfX2mvCmwKBEWXD434tq,Frankenstein Posmo,El Cuarteto De Nos,rock uruguayo,0.598,0.759,-7.132,0.0384,0.263,0.00305,0.139,0.806,138.001,4,11,1
4mkrVjzTjKy1qttNNipfsL,Nuberu,mafalda,punk catala,0.602,0.818,-8.689,0.0439,0.00641,0.000174,0.0978,0.318,90.996,4,4,0
1sIq6r8UYBG03bBcg9qVfc,Valley of the Fallen,Scila,melodic groove metal,0.554,0.916,-4.467,0.151,0.000997,4.76e-06,0.105,0.503,90.018,4,1,1
3scW7pt0vlhkCCgCNv5YR9,La Noche Mas Linda,Adalberto Santiago,salsa,0.886,0.748,-9.584,0.0399,0.775,0.0635,0.0656,0.969,152.07,4,5,1
75UMtPC77vqKRwfSuYuNPO,San Lucas,Kevin Kaarl,indie triste,0.577,0.363,-12.378,0.0263,0.86,0.000282,0.0868,0.265,91.511,4,7,1
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,argentine hip hop,0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,4,2,1
0ROMalDdNg3L2HoZP4qFyJ,"The Four Seasons: Concerto No. 4 in F Minor, RV 297 ""L'inverno"" (winter): I. Allegro non molto",Antonio Vivaldi,baroque,0.4,0.247,-18.249,0.0423,0.818,0.64,0.119,0.394,162.078,4,5,0
45Cll8v6YLVa10EvCrP11j,Ragtime,Vince De Vera & Jason Garner,,0.779,0.362,-13.332,0.203,0.982,0.846,0.0831,0.966,184.726,4,4,0
4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,argentine hip hop,0.82,0.752,-7.635,0.0648,0.0584,0.00417,0.628,0.423,127.999,4,1,0
3qQsdqO1T3IrsaB87i6PAD,Danza dell'autumno rosa,Talco,indie veneto,0.508,0.857,-4.741,0.0726,0.0429,2.62e-05,0.268,0.5,171.166,4,6,0
0dSyp0Ll2nLUqUh1uvxb5i,A la Soledad,Desakato,punk urbano,0.55,0.778,-5.815,0.027,0.000905,0.000645,0.125,0.316,99.936,4,8,1
5Q6fh8OEhBYepJaORz9lxe,Daddy Issues (Remix) feat. Syd,The Neighbourhood,modern alternative rock,0.623,0.533,-8.164,0.0653,0.245,0.00717,0.112,0.247,84.982,4,10,1
37adYGaYaAWTGhBaOzX4Fh,Take A Slice,Glass Animals,gauze pop,0.623,0.661,-7.0,0.1,0.0212,0.000229,0.267,0.63,151.97,4,9,1
1K2RnVhm3eauKnA8PAcPu1,Heat Waves - Slowed,Glass Animals,gauze pop,0.633,0.55,-9.965,0.0924,0.649,0.000363,0.147,0.333,147.099,4,9,1
7kDD0sZCzLWalmbxLX4xMa,Si Te Lastimé - acústico,Seven Kayne,argentine hip hop,0.738,0.437,-8.844,0.0457,0.723,0.0,0.149,0.709,134.865,4,8,1
1VrwBgWyGqro52jYSWS5YY,Llueve en Semana Santa,La Raíz,ska espanol,0.754,0.879,-4.51,0.038,0.0214,0.0,0.498,0.799,111.48,4,9,1
3tk0F3IofksZWFhRxSOZjI,Malabares,Los De Marras,punk urbano,0.605,0.916,-3.026,0.078,0.0013,1.69e-06,0.342,0.775,94.968,4,1,1
5WUSFdBFiSipPACl0nbDEd,Entre tus piernas,Gritando en Silencio,punk urbano,0.664,0.842,-4.816,0.0522,0.0272,0.0,0.0939,0.675,128.019,4,9,1
174LzUiYeKlC5rySXPtRg1,Nuestra Nación,La Raíz,ska espanol,0.537,0.917,-3.274,0.0612,0.00214,0.0,0.054,0.835,179.983,4,1,0
2Xnwl1eRKRJoLDZ6cRxkE3,La Tormenta,Desakato,punk urbano,0.391,0.991,-3.921,0.218,9.27e-05,0.00081,0.295,0.327,154.962,4,11,0
4ysVkD5SJnidvdeyKk97Lp,Korsakov,Boikot,hardcore punk espanol,0.448,0.858,-5.093,0.0964,0.00655,1.71e-05,0.186,0.595,94.804,4,8,1
5k0btdDbZjHtHanzky847r,De Festi? Vale,Trashtucada,spanish punk,0.395,0.947,-3.585,0.127,0.0146,0.0,0.0679,0.632,184.841,4,11,0
4FjNOWxwlUgf30G9fMggpN,Hablarán las Calles,Boikot,hardcore punk espanol,0.666,0.935,-2.973,0.127,0.13,0.000542,0.11,0.465,115.001,4,1,0
496O2EfJmGm6LQpWjt9bGj,Salgo a la Calle (Bonus Track),Boikot,hardcore punk espanol,0.669,0.898,-4.989,0.0893,0.00427,0.000312,0.0918,0.774,107.516,4,1,1
7piw04hPQZ1OHZ9Fq9JOXR,Time of Dying,Three Days Grace,alternative metal,0.306,0.873,-3.668,0.0567,0.00105,0.0,0.52,0.452,198.387,4,0,0
5PZ2cqh9Yem2g6cTSOLllz,Pain,Three Days Grace,alternative metal,0.416,0.741,-4.001,0.0335,0.00804,0.0,0.273,0.286,160.515,4,7,1
3ECQXmZjCKCHZgsVa0DBzS,Rorschach,El Cuarteto De Nos,rock uruguayo,0.37,0.789,-6.944,0.0812,0.334,0.354,0.133,0.341,169.925,4,2,0
2DuXBSTv5pkG9dc5TWDomK,Maldito Show,El Cuarteto De Nos,rock uruguayo,0.625,0.776,-6.638,0.05,0.168,0.579,0.158,0.807,136.019,4,9,0
39K7E651wrt8PorEspTWb5,Mi Revolucion,Cuatro Pesos de Propina,musica popular uruguaya,0.582,0.421,-7.154,0.0251,0.0537,0.0,0.128,0.357,84.005,3,11,0
2iOuy9LsnYTQCpaUTGApBe,Donde tan los pibes,Mc Caco,cumbia pop,0.616,0.884,-4.459,0.0735,0.194,9e-06,0.0897,0.93,96.86,4,0,1
7xonDv1Le9tMf7F4ZXTzTT,La cajita feliz,Mc Caco,cumbia pop,0.937,0.73,-3.846,0.0634,0.0632,1.66e-06,0.0599,0.965,142.625,3,9,0
0ZIxMgutG4aP7jfPcmRnYu,La Ciudad Sin Alma,El Cuarteto De Nos,rock uruguayo,0.648,0.705,-6.093,0.0388,0.521,1.12e-06,0.209,0.467,86.478,4,0,1
6BbHSY7jAjT3hDVmjnRUIe,Humo,Rupatrupa,flamenco fusion,0.496,0.448,-6.441,0.0372,0.604,0.0,0.145,0.523,132.401,4,11,0
5HSpMRUC4m3L3q48to2Kmu,So payaso,Extremoduro,indie extremena,0.435,0.899,-3.84,0.0656,0.0392,0.000447,0.115,0.377,150.546,4,4,0
0Yjb59fAq6ShYYouwweNfB,Paté de Tofu,Sons of Aguirre,rap metal espanol,0.313,0.974,-5.289,0.172,0.00259,1.21e-05,0.673,0.701,103.531,3,7,1
0sNwv0cBkQCtvAfjzJZbQ8,Consumo Gusto,Ska-P,ska,0.558,0.942,-3.832,0.0954,0.00105,0.00731,0.134,0.865,152.101,4,5,1
4ElzHGmien7nf70YqQMO2h,Rico Deprimido,Kaotiko,euskal rock,0.587,0.881,-4.201,0.11,0.00145,0.0,0.236,0.536,107.492,4,10,0
7rJ26a6Z13AUOjCXSe10UZ,Lloraré,Boikot,hardcore punk espanol,0.683,0.939,-3.623,0.0755,0.00422,3.77e-06,0.0893,0.84,95.084,4,4,0
4eoMumgTE1bYZxiRqTN4df,Radio Clandestina,La Raíz,ska espanol,0.652,0.774,-4.685,0.0381,0.00765,0.0,0.345,0.961,149.952,4,7,1
4zym5kQyHls6e5JZxm6UtO,Ni Fu Ni Fa,Ska-P,ska,0.729,0.972,-2.731,0.0415,0.0176,6.51e-05,0.158,0.945,105.999,4,9,1
14rb1k1597yHftzHw46Abe,Velociraptor Vegano,Sons of Aguirre,rap metal espanol,0.408,0.944,-5.146,0.281,0.0402,0.0,0.676,0.554,100.055,4,7,1
1UHdRkhzIpUDZJJMPDTo3f,A la Sombra de la Sierra,La Raíz,ska espanol,0.794,0.773,-5.251,0.0377,0.00729,0.0,0.247,0.795,109.957,4,4,0
2JXn1MQeFqowxtRxgmefuk,Otra Noche,Kaotiko,euskal rock,0.552,0.932,-5.418,0.0488,0.0234,0.0,0.104,0.538,112.031,4,8,1
5lEWyaVTW8ynLaKo0Xc5sK,Jaque al Rey,Ska-P,ska,0.673,0.932,-5.396,0.075,0.0143,1.22e-05,0.326,0.957,153.936,4,2,1
4Qn4NJZZhMQVxVROSb0Je1,Jesucristo García - Versión 2004,Extremoduro,indie extremena,0.642,0.677,-5.488,0.0334,0.128,0.00414,0.108,0.472,88.041,4,11,0
4am7X8WNcYhqnToqnFH625,La Bestia,El Cuarteto De Nos,rock uruguayo,0.532,0.879,-5.353,0.0616,0.0215,0.0,0.136,0.451,100.989,4,9,1
2l2v3pRAsCs6V86PXDHVMe,La Estanquera de Saigón,Los Chikos del Maiz,rap politico,0.764,0.854,-5.867,0.154,0.154,0.0,0.267,0.905,97.043,4,0,1
5VzfDf3J3AGem9WIX02Kcz,Mi Novia Es de Derechas,Los Chikos del Maiz,rap politico,0.81,0.565,-11.944,0.471,0.418,0.0,0.0827,0.79,95.934,4,1,1
5Fronw7eoL0huzCEYSZe80,A la luz de una sonrisa,Gritando en Silencio,punk urbano,0.65,0.883,-4.6,0.0803,0.133,0.0,0.0787,0.693,89.945,4,3,1
2xhkAlJjsSo3AqnwgnFBcx,Cadaveria,Mägo de Oz,celtic metal,0.441,0.896,-3.818,0.0593,0.00549,0.000367,0.155,0.5,65.971,4,6,0
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,folk-pop,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,4,1,1
2JJuPgsSJJTfVZJkVO5CVp,Rutina en las venas - feat. Albertucho,Gritando en Silencio,punk urbano,0.492,0.6,-6.214,0.119,0.515,0.0,0.123,0.601,160.127,4,5,0
23wbyzX57usJHzKosmFM5g,Talismán,Rata Blanca,argentine heavy metal,0.53,0.802,-5.604,0.0281,0.0159,6.61e-06,0.317,0.384,118.032,4,1,0
3vPHCKu5UhbGLe9rs8dBGr,Scream,Dreamcatcher,k-pop,0.704,0.94,-2.233,0.158,0.0312,0.0,0.29,0.311,137.909,4,4,0
3GwzOCZQzmuZzOq0Rp6jxN,martes 13,killdevil,trap triste,0.761,0.492,-6.813,0.107,0.372,0.0,0.117,0.257,75.501,4,1,1
1nO2vGrP18kP5ok92k3MOH,Temerario,Itaca Band,reggae catala,0.65,0.804,-8.147,0.0575,0.0167,0.0,0.0976,0.879,150.028,4,2,0
6YBBChCWBs546BtgxTtKqA,Medalla de cartón,Fito y Fitipaldis,latin rock,0.591,0.955,-3.979,0.0536,0.06,1.36e-05,0.183,0.714,150.214,4,7,0
2Gt5oL4aEufZvJy9KjEkxi,Cigarrito,Platero Y Tu,punk urbano,0.686,0.775,-6.238,0.0276,0.00827,0.000185,0.476,0.828,110.039,4,7,0
749QVthAEMdMPQdZBLQ98S,Jarama,Boikot,hardcore punk espanol,0.555,0.91,-5.054,0.0548,0.0102,0.000132,0.143,0.636,149.682,4,0,0
6lKRMylSZMtA7EqPl0pcdI,Are You Satisfied?,MARINA,metropopolis,0.669,0.712,-4.992,0.0412,0.303,0.0,0.0755,0.843,124.009,4,0,1
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,Lil Nas X,lgbtq+ hip hop,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,4,6,1
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,gauze pop,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,11,1
4QXiKcZwVr6MmgBXjsdGdU,Agua Pasá,SFDK,rap politico,0.692,0.847,-4.408,0.187,0.423,0.0,0.0768,0.449,139.773,4,5,0
7zUhVz7yMmO1mmbfFI8R5i,Pura Droga Sin Cortar,Violadores Del Verso,boom bap espanol,0.812,0.753,-4.627,0.318,0.203,0.0,0.348,0.743,90.045,4,4,0
3lSOZb5rruEnFbe9xWELF6,Rue des trois frères,Fabrizio Paterlini,compositional ambient,0.354,0.169,-18.45,0.0405,0.959,0.889,0.1,0.105,138.125,3,8,1
61YM5SkqqeUjIBL7It56cs,Nocturne Op. 9 No. 2,Frédéric Chopin,classical,0.446,0.0146,-31.047,0.12,0.991,0.945,0.116,0.0815,137.697,1,10,1
4bW8Scxf4AMpjhdFbNw3dF,espiritu,Orslok,hyperpop en espanol,0.617,0.724,-6.942,0.031,0.239,0.000148,0.133,0.0424,140.059,4,0,1
2bFGGsScXp2Tu10jKMCKO6,Figure You Out,VOILÀ,dark r&b,0.631,0.491,-8.141,0.0354,0.508,3.18e-05,0.177,0.537,94.912,4,11,0
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,deep euro house,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,4,5,0
6XGDnUY1YOtIRegDVwKugM,Seguiré al Sol,Fyahbwoy,spanish hip hop,0.722,0.856,-3.911,0.164,0.507,0.0,0.282,0.716,90.969,4,9,0
4uSlIN62vRGSsi8RmWp976,Domingo,El Virtual,hyperpop en espanol,0.811,0.42,-11.33,0.0997,0.237,3.22e-06,0.115,0.467,131.072,4,6,0
2dsRqyrSxZb86jSo57cRUz,Madre Anoche En Las Trincheras,Archivo Adxunto,metal galego,0.466,0.815,-5.778,0.0365,0.00214,4.08e-05,0.12,0.616,184.975,4,0,1
3dyQfqPEASyhbdCnIteJQY,Nos Da Igual,KG970,drill espanol,0.538,0.489,-9.317,0.167,0.143,1.37e-06,0.0656,0.612,138.964,4,10,0
